,filename,label,x,y,x_bin
7994,231213_0900_Cam5_C2 (714).txt,6,0.719127,0.445917,36
8027,231213_0900_Cam5_C2 (735).txt,1,0.722656,0.165972,36
8043,231213_0900_Cam5_C2 (740).txt,1,0.730078,0.447917,36
8081,231213_0900_Cam5_C2 (765).txt,1,0.725882,0.336599,36
8082,231213_0900_Cam5_C2 (766).txt,1,0.715456,0.255235,36
8099,231213_0900_Cam5_C2 (775).txt,1,0.718750,0.399306,36
8102,231213_0900_Cam5_C2 (776).txt,1,0.723899,0.502557,36
8109,231213_0900_Cam5_C2 (780).txt,1,0.717578,0.928472,36
8148,231213_0900_Cam5_C2 (804).txt,1,0.713989,0.660985,36
8150,231213_0900_Cam5_C2 (805).txt,1,0.720434,0.796419,36
8152,231213_0900_Cam5_C2 (806).txt,1,0.726131,0.877833,36
8165,231213_0900_Cam5_C2 (813).txt,1,0.71476,0.300256,36
8168,231213_0900_Cam5_C2 (814).txt,1,0.723574,0.396232,36
8180,231213_0900_Cam5_C2 (820).txt,1,0.729688,0.772917,36
8186,231213_0900_Cam5_C2 (825).txt,1,0.724432,0.786083,36
8187,231213_0900_Cam5_C2 (826).txt,1,0.714777,0.695069,36
8203,231213_0900_Cam5_C2 (840).txt,1,0.733264,0.452112,36
8204,231213_0900_Cam5_C2 (841).txt,1,0.725646,0.359277,36
8205,231213_0900_Cam5_C2 (842).txt,1,0.715324,0.288943,36
8221,231213_0900_Cam5_C2 (857).txt,1,0.72018,0.148096,36
8245,231213_0900_Cam5_C2 (879).txt,6,0.719988,0.320881,36
8253,231213_0900_Cam5_C2 (886).txt,1,0.732078,0.710095,36
8273,231213_0900_Cam5_C2 (903).txt,1,0.714361,0.758512,36
8274,231213_0900_Cam5_C2 (904).txt,1,0.726718,0.867843,36
8299,231213_0900_Cam5_C2 (928).txt,2,0.714014,0.786188,36
8300,231213_0900_Cam5_C2 (929).txt,2,0.714844,0.797222,36
8302,231213_0900_Cam5_C2 (930).txt,2,0.714844,0.791667,36
8311,231213_0900_Cam5_C2 (939).txt,2,0.718359,0.434722,36
8313,231213_0900_Cam5_C2 (940).txt,2,0.726562,0.411111,36
8324,231213_0900_Cam5_C2 (950).txt,2,0.71664,0.440203,36
8330,231213_0900_Cam5_C2 (956).txt,2,0.725781,0.888194,36
8360,231213_0900_Cam5_C2 (985).txt,2,0.727734,0.672917,36
11815,231221_1600_Cam3_C2 (130).txt,4,0.716228,0.494745,36
11845,231221_1600_Cam3_C2 (158).txt,2,0.725221,0.802847,36
11846,231221_1600_Cam3_C2 (159).txt,2,0.721152,0.660878,36
11862,231221_1600_Cam3_C2 (173).txt,2,0.732073,0.320295,36
11889,231221_1600_Cam3_C2 (200).txt,4,0.732559,0.869116,36
11890,231221_1600_Cam3_C2 (201).txt,4,0.721184,0.907814,36
11952,231221_1600_Cam3_C2 (262).txt,5,0.714453,0.228472,36
11953,231221_1600_Cam3_C2 (263).txt,5,0.719922,0.237500,36
11972,231221_1600_Cam3_C2 (281).txt,5,0.720703,0.243056,36
12008,231221_1600_Cam3_C2 (316).txt,6,0.727844,0.178538,36
12016,231221_1600_Cam3_C2 (323).txt,6,0.725463,0.125694,36
12037,231221_1600_Cam3_C2 (342).txt,6,0.724684,0.133866,36
12042,231221_1600_Cam3_C2 (349).txt,2,0.722063,0.367332,36
12070,231221_1600_Cam3_C2 (377).txt,2,0.723047,0.593750,36
12082,231221_1600_Cam3_C2 (388).txt,2,0.729829,0.300148,36
12083,231221_1600_Cam3_C2 (389).txt,2,0.722266,0.274306,36
12085,231221_1600_Cam3_C2 (390).txt,2,0.718750,0.259722,36
12086,231221_1600_Cam3_C2 (391).txt,2,0.720703,0.245139,36
12087,231221_1600_Cam3_C2 (392).txt,2,0.719141,0.231944,36
12088,231221_1600_Cam3_C2 (393).txt,2,0.717187,0.225000,36
12089,231221_1600_Cam3_C2 (394).txt,5,0.732422,0.218056,36
12107,231221_1600_Cam3_C2 (41).txt,2,0.727423,0.247345,36
12119,231221_1600_Cam3_C2 (422).txt,2,0.716371,0.28472,36
12129,231221_1600_Cam3_C2 (431).txt,4,0.725492,0.260749,36
12159,231221_1600_Cam3_C2 (459).txt,6,0.718197,0.113324,36
12172,231221_1600_Cam3_C2 (470).txt,6,0.72248,0.152135,36
12192,231221_1600_Cam3_C2 (489).txt,6,0.716025,0.197197,36
12199,231221_1600_Cam3_C2 (495).txt,6,0.732225,0.303103,36
12211,231221_1600_Cam3_C2 (505).txt,2,0.725391,0.925000,36
12213,231221_1600_Cam3_C2 (506).txt,2,0.726172,0.925694,36
12215,231221_1600_Cam3_C2 (507).txt,2,0.730078,0.925694,36
12217,231221_1600_Cam3_C2 (508).txt,2,0.730078,0.925000,36
12219,231221_1600_Cam3_C2 (509).txt,2,0.731641,0.922917,36
12222,231221_1600_Cam3_C2 (510).txt,2,0.731250,0.922222,36
12224,231221_1600_Cam3_C2 (511).txt,2,0.730859,0.920833,36
12226,231221_1600_Cam3_C2 (512).txt,2,0.731250,0.922917,36
12228,231221_1600_Cam3_C2 (513).txt,2,0.731250,0.923611,36
12230,231221_1600_Cam3_C2 (514).txt,2,0.730859,0.914583,36
12232,231221_1600_Cam3_C2 (515).txt,2,0.729297,0.899306,36
12256,231221_1600_Cam3_C2 (535).txt,3,0.726172,0.223611,36
12257,231221_1600_Cam3_C2 (536).txt,3,0.717969,0.221528,36
12273,231221_1600_Cam3_C2 (550).txt,3,0.720313,0.236806,36
12274,231221_1600_Cam3_C2 (551).txt,3,0.728516,0.239583,36
12296,231221_1600_Cam3_C2 (573).txt,6,0.714358,0.185856,36
12323,231221_1600_Cam3_C2 (600).txt,3,0.720703,0.250000,36
12344,231221_1600_Cam3_C2 (62).txt,2,0.726706,0.583536,36
12358,231221_1600_Cam3_C2 (632).txt,3,0.726953,0.184028,36
12359,231221_1600_Cam3_C2 (633).txt,3,0.722656,0.177083,36
12360,231221_1600_Cam3_C2 (634).txt,3,0.720313,0.163194,36
12362,231221_1600_Cam3_C2 (636).txt,3,0.725000,0.170139,36
12363,231221_1600_Cam3_C2 (637).txt,3,0.730469,0.183333,36
12364,231221_1600_Cam3_C2 (638).txt,3,0.732812,0.186806,36
12365,231221_1600_Cam3_C2 (639).txt,3,0.729297,0.186111,36
12403,231221_1600_Cam3_C2 (673).txt,3,0.715234,0.183333,36
12404,231221_1600_Cam3_C2 (674).txt,3,0.727734,0.184722,36
12405,231221_1600_Cam3_C2 (675).txt,3,0.727734,0.179861,36
12435,231221_1600_Cam3_C2 (695).txt,6,0.732422,0.163194,36
12443,231221_1600_Cam3_C2 (70).txt,5,0.715234,0.259722,36
12454,231221_1600_Cam3_C2 (71).txt,5,0.723437,0.238194,36
12459,231221_1600_Cam3_C2 (714).txt,3,0.714844,0.187500,36
12460,231221_1600_Cam3_C2 (715).txt,3,0.727344,0.187500,36
12461,231221_1600_Cam3_C2 (716).txt,3,0.729688,0.186806,36
12503,231221_1600_Cam3_C2 (745).txt,3,0.715625,0.205556,36
12505,231221_1600_Cam3_C2 (746).txt,3,0.719141,0.195833,36
12507,231221_1600_Cam3_C2 (747).txt,3,0.725000,0.180556,36
12509,231221_1600_Cam3_C2 (748).txt,3,0.726172,0.186111,36
12511,231221_1600_Cam3_C2 (749).txt,3,0.732812,0.180556,36
12603,231221_1600_Cam3_C2 (793).txt,3,0.728125,0.186806,36
12605,231221_1600_Cam3_C2 (794).txt,3,0.723047,0.188889,36
12607,231221_1600_Cam3_C2 (795).txt,3,0.716016,0.189583,36
12689,231221_1600_Cam3_C2 (833).txt,3,0.725391,0.186806,36
12691,231221_1600_Cam3_C2 (834).txt,3,0.733203,0.186806,36
12693,231221_1600_Cam3_C2 (835).txt,3,0.724609,0.188889,36
12695,231221_1600_Cam3_C2 (836).txt,3,0.721875,0.178472,36
12733,231221_1600_Cam3_C2 (869).txt,6,0.732385,0.166337,36
12743,231221_1600_Cam3_C2 (878).txt,6,0.715036,0.137959,36
12759,231221_1600_Cam3_C2 (892).txt,3,0.728125,0.622917,36
12766,231221_1600_Cam3_C2 (899).txt,3,0.716797,0.619444,36
12801,231221_1600_Cam3_C2 (930).txt,2,0.72919,0.352377,36
12840,231221_1600_Cam3_C2 (970).txt,3,0.724219,0.509722,36
12853,231221_1600_Cam3_C2 (982).txt,3,0.732812,0.505556,36
13975,231231_1600_Cam1_C2 (1013).txt,1,0.730859,0.301389,36
13994,231231_1600_Cam1_C2 (1019).txt,1,0.730469,0.729861,36
14018,231231_1600_Cam1_C2 (1025).txt,1,0.724713,0.597732,36
14108,231231_1600_Cam1_C2 (1047).txt,1,0.732991,0.790055,36
14186,231231_1600_Cam1_C2 (1075).txt,0,0.732812,0.740972,36
14264,231231_1600_Cam1_C2 (1095).txt,0,0.729755,0.633751,36
14400,231231_1600_Cam1_C2 (1132).txt,0,0.721875,0.338889,36
14457,231231_1600_Cam1_C2 (115).txt,0,0.727407,0.0192795,36
14480,231231_1600_Cam1_C2 (1159).txt,0,0.722266,0.910417,36
14486,231231_1600_Cam1_C2 (116).txt,0,0.726539,0.019684,36
14526,231231_1600_Cam1_C2 (117).txt,0,0.730514,0.038532,36
14546,231231_1600_Cam1_C2 (1175).txt,1,0.723828,0.202778,36
14584,231231_1600_Cam1_C2 (1186).txt,1,0.719141,0.481944,36
14586,231231_1600_Cam1_C2 (1187).txt,1,0.715234,0.487500,36
14590,231231_1600_Cam1_C2 (1188).txt,1,0.726172,0.495833,36
14593,231231_1600_Cam1_C2 (1189).txt,1,0.730469,0.500000,36
14598,231231_1600_Cam1_C2 (119).txt,0,0.726364,0.0410603,36
14606,231231_1600_Cam1_C2 (1192).txt,1,0.721689,0.5083,36
14634,231231_1600_Cam1_C2 (120).txt,0,0.720773,0.0403239,36
14645,231231_1600_Cam1_C2 (1203).txt,0,0.732031,0.315278,36
14668,231231_1600_Cam1_C2 (121).txt,0,0.720388,0.0398396,36
14702,231231_1600_Cam1_C2 (122).txt,0,0.718750,0.038889,36
14728,231231_1600_Cam1_C2 (123).txt,0,0.719876,0.0380624,36
14737,231231_1600_Cam1_C2 (1234).txt,0,0.725000,0.924306,36
14959,231231_1600_Cam1_C2 (1291).txt,1,0.727734,0.777778,36
15051,231231_1600_Cam1_C2 (1313).txt,0,0.718750,0.503472,36
15055,231231_1600_Cam1_C2 (1314).txt,0,0.725000,0.490278,36
15059,231231_1600_Cam1_C2 (1315).txt,0,0.728906,0.484722,36
15188,231231_1600_Cam1_C2 (1346).txt,0,0.732812,0.588889,36
15192,231231_1600_Cam1_C2 (1347).txt,0,0.725781,0.659722,36
15197,231231_1600_Cam1_C2 (1348).txt,0,0.730859,0.684028,36
15201,231231_1600_Cam1_C2 (1349).txt,0,0.727344,0.722917,36
15253,231231_1600_Cam1_C2 (1363).txt,0,0.721875,0.971528,36
15256,231231_1600_Cam1_C2 (1364).txt,0,0.731641,0.972222,36
15259,231231_1600_Cam1_C2 (1365).txt,0,0.716406,0.967361,36
15262,231231_1600_Cam1_C2 (1366).txt,0,0.730859,0.972222,36
15265,231231_1600_Cam1_C2 (1367).txt,0,0.724219,0.970139,36
15268,231231_1600_Cam1_C2 (1368).txt,0,0.729297,0.972917,36
15271,231231_1600_Cam1_C2 (1369).txt,0,0.714453,0.966667,36
15276,231231_1600_Cam1_C2 (1370).txt,0,0.714063,0.967361,36
15281,231231_1600_Cam1_C2 (1372).txt,0,0.724129,0.970365,36
15341,231231_1600_Cam1_C2 (1388).txt,0,0.723828,0.103472,36
15369,231231_1600_Cam1_C2 (1395).txt,1,0.714063,0.544444,36
15371,231231_1600_Cam1_C2 (1396).txt,1,0.729297,0.608333,36
15519,231231_1600_Cam1_C2 (1443).txt,3,0.718750,0.527083,36
15520,231231_1600_Cam1_C2 (1444).txt,3,0.727734,0.530556,36
15523,231231_1600_Cam1_C2 (1445).txt,3,0.724219,0.547222,36
15527,231231_1600_Cam1_C2 (1446).txt,3,0.726953,0.502083,36
15531,231231_1600_Cam1_C2 (1447).txt,3,0.729297,0.550694,36
15534,231231_1600_Cam1_C2 (1448).txt,3,0.723047,0.547917,36
15537,231231_1600_Cam1_C2 (1449).txt,3,0.725781,0.543750,36
15543,231231_1600_Cam1_C2 (1450).txt,3,0.725000,0.544444,36
15545,231231_1600_Cam1_C2 (1450).txt,0,0.729688,0.046528,36
15550,231231_1600_Cam1_C2 (1451).txt,3,0.726172,0.542361,36
15554,231231_1600_Cam1_C2 (1452).txt,3,0.724219,0.542361,36
15556,231231_1600_Cam1_C2 (1453).txt,3,0.726953,0.544444,36
15561,231231_1600_Cam1_C2 (1454).txt,0,0.722656,0.194444,36
15562,231231_1600_Cam1_C2 (1454).txt,3,0.726562,0.540972,36
15564,231231_1600_Cam1_C2 (1455).txt,3,0.725781,0.527778,36
15565,231231_1600_Cam1_C2 (1455).txt,0,0.723047,0.151389,36
15569,231231_1600_Cam1_C2 (1456).txt,3,0.725781,0.537500,36
15575,231231_1600_Cam1_C2 (1457).txt,3,0.726562,0.537500,36
15583,231231_1600_Cam1_C2 (1458).txt,3,0.723828,0.547917,36
15587,231231_1600_Cam1_C2 (1459).txt,3,0.726953,0.545139,36
15600,231231_1600_Cam1_C2 (1461).txt,3,0.726562,0.533333,36
15605,231231_1600_Cam1_C2 (1462).txt,3,0.725391,0.533333,36
15611,231231_1600_Cam1_C2 (1463).txt,3,0.726953,0.533333,36
15616,231231_1600_Cam1_C2 (1464).txt,3,0.726953,0.541667,36
15622,231231_1600_Cam1_C2 (1465).txt,3,0.727344,0.539583,36
15628,231231_1600_Cam1_C2 (1466).txt,3,0.728125,0.543056,36
15636,231231_1600_Cam1_C2 (1467).txt,3,0.726953,0.531944,36
15640,231231_1600_Cam1_C2 (1468).txt,0,0.715234,0.881944,36
15643,231231_1600_Cam1_C2 (1468).txt,3,0.727344,0.509028,36
15647,231231_1600_Cam1_C2 (1469).txt,3,0.726953,0.527083,36
15655,231231_1600_Cam1_C2 (1470).txt,3,0.726172,0.534722,36
15658,231231_1600_Cam1_C2 (1471).txt,3,0.726172,0.536111,36
15662,231231_1600_Cam1_C2 (1472).txt,3,0.726562,0.532639,36
15668,231231_1600_Cam1_C2 (1473).txt,5,0.727344,0.550000,36
15673,231231_1600_Cam1_C2 (1474).txt,3,0.728906,0.531944,36
15678,231231_1600_Cam1_C2 (1475).txt,3,0.726562,0.524306,36
15685,231231_1600_Cam1_C2 (1476).txt,3,0.723047,0.544444,36
15691,231231_1600_Cam1_C2 (1477).txt,3,0.725391,0.537500,36
15697,231231_1600_Cam1_C2 (1478).txt,3,0.727734,0.543056,36
15703,231231_1600_Cam1_C2 (1479).txt,3,0.726562,0.540972,36
15711,231231_1600_Cam1_C2 (1480).txt,3,0.726172,0.551389,36
15717,231231_1600_Cam1_C2 (1481).txt,3,0.727734,0.529167,36
15722,231231_1600_Cam1_C2 (1482).txt,3,0.728516,0.532639,36
15727,231231_1600_Cam1_C2 (1483).txt,3,0.726172,0.543056,36
15732,231231_1600_Cam1_C2 (1484).txt,3,0.728125,0.517361,36
15737,231231_1600_Cam1_C2 (1485).txt,3,0.726562,0.534722,36
15741,231231_1600_Cam1_C2 (1486).txt,3,0.725391,0.534722,36
15746,231231_1600_Cam1_C2 (1487).txt,3,0.725000,0.512500,36
15753,231231_1600_Cam1_C2 (1488).txt,3,0.724219,0.536111,36
15759,231231_1600_Cam1_C2 (1489).txt,3,0.723047,0.540278,36
15765,231231_1600_Cam1_C2 (1490).txt,3,0.724219,0.536806,36
15770,231231_1600_Cam1_C2 (1491).txt,3,0.724219,0.526389,36
15775,231231_1600_Cam1_C2 (1492).txt,3,0.725781,0.547222,36
15781,231231_1600_Cam1_C2 (1493).txt,3,0.726172,0.544444,36
15785,231231_1600_Cam1_C2 (1494).txt,3,0.726953,0.548611,36
15790,231231_1600_Cam1_C2 (1495).txt,3,0.727344,0.545139,36
15794,231231_1600_Cam1_C2 (1496).txt,3,0.725000,0.545833,36
15800,231231_1600_Cam1_C2 (1497).txt,3,0.724219,0.545833,36
15805,231231_1600_Cam1_C2 (1498).txt,3,0.723828,0.548611,36
15809,231231_1600_Cam1_C2 (1499).txt,3,0.722266,0.543056,36
15818,231231_1600_Cam1_C2 (1500).txt,3,0.721484,0.548611,36
15823,231231_1600_Cam1_C2 (1501).txt,3,0.722266,0.538889,36
15828,231231_1600_Cam1_C2 (1502).txt,3,0.720703,0.541667,36
15834,231231_1600_Cam1_C2 (1503).txt,3,0.724219,0.534028,36
15838,231231_1600_Cam1_C2 (1504).txt,3,0.725781,0.534028,36
15843,231231_1600_Cam1_C2 (1505).txt,3,0.723437,0.536806,36
15848,231231_1600_Cam1_C2 (1506).txt,3,0.724609,0.538194,36
15854,231231_1600_Cam1_C2 (1507).txt,3,0.725781,0.534028,36
15860,231231_1600_Cam1_C2 (1508).txt,3,0.726172,0.534028,36
15866,231231_1600_Cam1_C2 (1509).txt,3,0.726172,0.531944,36
15873,231231_1600_Cam1_C2 (1510).txt,3,0.726172,0.534028,36
15879,231231_1600_Cam1_C2 (1511).txt,3,0.725000,0.534028,36
15884,231231_1600_Cam1_C2 (1512).txt,3,0.725781,0.533333,36
15889,231231_1600_Cam1_C2 (1513).txt,3,0.725781,0.533333,36
15893,231231_1600_Cam1_C2 (1514).txt,3,0.726172,0.531944,36
15898,231231_1600_Cam1_C2 (1515).txt,3,0.725781,0.532639,36
15903,231231_1600_Cam1_C2 (1516).txt,3,0.725391,0.532639,36
15907,231231_1600_Cam1_C2 (1517).txt,3,0.726953,0.534722,36
15913,231231_1600_Cam1_C2 (1518).txt,3,0.726172,0.535417,36
15919,231231_1600_Cam1_C2 (1519).txt,3,0.725781,0.533333,36
15924,231231_1600_Cam1_C2 (152).txt,0,0.722903,0.658511,36
15927,231231_1600_Cam1_C2 (1520).txt,3,0.725391,0.535417,36
15933,231231_1600_Cam1_C2 (1521).txt,3,0.725000,0.534722,36
15938,231231_1600_Cam1_C2 (1522).txt,3,0.722656,0.536111,36
15944,231231_1600_Cam1_C2 (1523).txt,3,0.726953,0.536111,36
15950,231231_1600_Cam1_C2 (1524).txt,3,0.722656,0.531944,36
15956,231231_1600_Cam1_C2 (1525).txt,3,0.722656,0.534028,36
15960,231231_1600_Cam1_C2 (1526).txt,3,0.724219,0.531944,36
15966,231231_1600_Cam1_C2 (1527).txt,3,0.726172,0.534028,36
15974,231231_1600_Cam1_C2 (1528).txt,3,0.724219,0.534028,36
15980,231231_1600_Cam1_C2 (1529).txt,3,0.723828,0.534028,36
15985,231231_1600_Cam1_C2 (153).txt,0,0.722992,0.641946,36
15989,231231_1600_Cam1_C2 (1530).txt,3,0.725781,0.539583,36
15993,231231_1600_Cam1_C2 (1531).txt,3,0.725000,0.536806,36
16000,231231_1600_Cam1_C2 (1532).txt,3,0.726172,0.537500,36
16005,231231_1600_Cam1_C2 (1533).txt,3,0.725781,0.540278,36
16010,231231_1600_Cam1_C2 (1534).txt,3,0.726172,0.540972,36
16016,231231_1600_Cam1_C2 (1535).txt,3,0.727734,0.538889,36
16020,231231_1600_Cam1_C2 (1536).txt,3,0.726562,0.533333,36
16025,231231_1600_Cam1_C2 (1537).txt,3,0.726562,0.545833,36
16030,231231_1600_Cam1_C2 (1538).txt,3,0.727344,0.534722,36
16035,231231_1600_Cam1_C2 (1539).txt,3,0.725781,0.535417,36
16039,231231_1600_Cam1_C2 (154).txt,0,0.723014,0.619711,36
16043,231231_1600_Cam1_C2 (1540).txt,3,0.728516,0.531944,36
16047,231231_1600_Cam1_C2 (1541).txt,3,0.727734,0.532639,36
16051,231231_1600_Cam1_C2 (1542).txt,3,0.726172,0.534722,36
16056,231231_1600_Cam1_C2 (1543).txt,3,0.728125,0.531944,36
16061,231231_1600_Cam1_C2 (1544).txt,3,0.727344,0.531944,36
16065,231231_1600_Cam1_C2 (1545).txt,3,0.726953,0.532639,36
16071,231231_1600_Cam1_C2 (1546).txt,3,0.727734,0.534722,36
16077,231231_1600_Cam1_C2 (1547).txt,3,0.728125,0.533333,36
16085,231231_1600_Cam1_C2 (1548).txt,3,0.727344,0.531944,36
16092,231231_1600_Cam1_C2 (1549).txt,3,0.727734,0.533333,36
16099,231231_1600_Cam1_C2 (1550).txt,3,0.727344,0.538194,36
16105,231231_1600_Cam1_C2 (1551).txt,3,0.725391,0.536806,36
16109,231231_1600_Cam1_C2 (1552).txt,3,0.724219,0.535417,36
16117,231231_1600_Cam1_C2 (1553).txt,3,0.724609,0.533333,36
16122,231231_1600_Cam1_C2 (1554).txt,3,0.725781,0.533333,36
16128,231231_1600_Cam1_C2 (1555).txt,3,0.726172,0.531250,36
16135,231231_1600_Cam1_C2 (1556).txt,3,0.725391,0.530556,36
16138,231231_1600_Cam1_C2 (1557).txt,3,0.721094,0.535417,36
16145,231231_1600_Cam1_C2 (1558).txt,3,0.721484,0.544444,36
16150,231231_1600_Cam1_C2 (1559).txt,3,0.727344,0.537500,36
16157,231231_1600_Cam1_C2 (1560).txt,3,0.728125,0.534722,36
16163,231231_1600_Cam1_C2 (1561).txt,3,0.725000,0.548611,36
16169,231231_1600_Cam1_C2 (1562).txt,3,0.723828,0.547917,36
16176,231231_1600_Cam1_C2 (1563).txt,3,0.725391,0.545833,36
16181,231231_1600_Cam1_C2 (1564).txt,3,0.730078,0.543056,36
16189,231231_1600_Cam1_C2 (1565).txt,5,0.720703,0.539583,36
16194,231231_1600_Cam1_C2 (1566).txt,3,0.721094,0.543056,36
16200,231231_1600_Cam1_C2 (1567).txt,3,0.721875,0.531250,36
16205,231231_1600_Cam1_C2 (1568).txt,3,0.725000,0.547222,36
16210,231231_1600_Cam1_C2 (1569).txt,3,0.726953,0.545139,36
16218,231231_1600_Cam1_C2 (1570).txt,3,0.725781,0.522917,36
16219,231231_1600_Cam1_C2 (1570).txt,0,0.726562,0.133333,36
16224,231231_1600_Cam1_C2 (1571).txt,3,0.726562,0.545833,36
16225,231231_1600_Cam1_C2 (1571).txt,0,0.727734,0.128472,36
16230,231231_1600_Cam1_C2 (1572).txt,0,0.723437,0.137500,36
16231,231231_1600_Cam1_C2 (1572).txt,3,0.726172,0.545139,36
16237,231231_1600_Cam1_C2 (1573).txt,3,0.723047,0.528472,36
16238,231231_1600_Cam1_C2 (1573).txt,0,0.725391,0.134028,36
16242,231231_1600_Cam1_C2 (1574).txt,3,0.727344,0.530556,36
16244,231231_1600_Cam1_C2 (1574).txt,0,0.725391,0.134028,36
16249,231231_1600_Cam1_C2 (1575).txt,3,0.726172,0.504861,36
16251,231231_1600_Cam1_C2 (1575).txt,0,0.725391,0.136111,36
16255,231231_1600_Cam1_C2 (1576).txt,3,0.726953,0.502778,36
16257,231231_1600_Cam1_C2 (1576).txt,0,0.727344,0.135417,36
16261,231231_1600_Cam1_C2 (1577).txt,3,0.726953,0.531944,36
16263,231231_1600_Cam1_C2 (1577).txt,0,0.729688,0.135417,36
16266,231231_1600_Cam1_C2 (1578).txt,3,0.726172,0.531250,36
16269,231231_1600_Cam1_C2 (1578).txt,0,0.729688,0.136806,36
16272,231231_1600_Cam1_C2 (1579).txt,3,0.725781,0.503472,36
16280,231231_1600_Cam1_C2 (1580).txt,3,0.725391,0.534028,36
16286,231231_1600_Cam1_C2 (1581).txt,3,0.725391,0.528472,36
16292,231231_1600_Cam1_C2 (1582).txt,3,0.728125,0.507639,36
16296,231231_1600_Cam1_C2 (1582).txt,0,0.732812,0.127083,36
16299,231231_1600_Cam1_C2 (1583).txt,3,0.728906,0.514583,36
16304,231231_1600_Cam1_C2 (1584).txt,3,0.728125,0.540278,36
16311,231231_1600_Cam1_C2 (1585).txt,3,0.728125,0.541667,36
16313,231231_1600_Cam1_C2 (1585).txt,0,0.725781,0.191667,36
16315,231231_1600_Cam1_C2 (1585).txt,0,0.731641,0.071528,36
16317,231231_1600_Cam1_C2 (1586).txt,3,0.728125,0.542361,36
16324,231231_1600_Cam1_C2 (1587).txt,3,0.728906,0.549306,36
16326,231231_1600_Cam1_C2 (1587).txt,0,0.729297,0.132639,36
16328,231231_1600_Cam1_C2 (1588).txt,0,0.729688,0.138194,36
16331,231231_1600_Cam1_C2 (1588).txt,3,0.728516,0.549306,36
16335,231231_1600_Cam1_C2 (1589).txt,0,0.728516,0.137500,36
16336,231231_1600_Cam1_C2 (1589).txt,3,0.727344,0.531944,36
16342,231231_1600_Cam1_C2 (1590).txt,0,0.726562,0.139583,36
16345,231231_1600_Cam1_C2 (1590).txt,3,0.726172,0.545139,36
16348,231231_1600_Cam1_C2 (1591).txt,0,0.726172,0.137500,36
16352,231231_1600_Cam1_C2 (1591).txt,3,0.726562,0.523611,36
16354,231231_1600_Cam1_C2 (1592).txt,0,0.728125,0.135417,36
16358,231231_1600_Cam1_C2 (1592).txt,3,0.726172,0.534722,36
16361,231231_1600_Cam1_C2 (1593).txt,0,0.729297,0.136111,36
16362,231231_1600_Cam1_C2 (1593).txt,3,0.725000,0.544444,36
16367,231231_1600_Cam1_C2 (1594).txt,0,0.729297,0.136111,36
16368,231231_1600_Cam1_C2 (1594).txt,3,0.728516,0.549306,36
16372,231231_1600_Cam1_C2 (1595).txt,0,0.730078,0.135417,36
16373,231231_1600_Cam1_C2 (1595).txt,3,0.725391,0.553472,36
16378,231231_1600_Cam1_C2 (1596).txt,0,0.730078,0.136111,36
16380,231231_1600_Cam1_C2 (1596).txt,3,0.721875,0.523611,36
16384,231231_1600_Cam1_C2 (1597).txt,0,0.729688,0.136111,36
16386,231231_1600_Cam1_C2 (1597).txt,3,0.723047,0.534028,36
16390,231231_1600_Cam1_C2 (1598).txt,0,0.725000,0.134028,36
16392,231231_1600_Cam1_C2 (1598).txt,3,0.725000,0.543056,36
16395,231231_1600_Cam1_C2 (1599).txt,0,0.724609,0.134722,36
16397,231231_1600_Cam1_C2 (1599).txt,3,0.724609,0.521528,36
16404,231231_1600_Cam1_C2 (1600).txt,0,0.725781,0.134722,36
16406,231231_1600_Cam1_C2 (1600).txt,3,0.725391,0.527083,36
16409,231231_1600_Cam1_C2 (1601).txt,0,0.729688,0.140972,36
16411,231231_1600_Cam1_C2 (1601).txt,3,0.724609,0.534028,36
16416,231231_1600_Cam1_C2 (1602).txt,3,0.726953,0.528472,36
16421,231231_1600_Cam1_C2 (1603).txt,3,0.726172,0.526389,36
16425,231231_1600_Cam1_C2 (1604).txt,3,0.728125,0.537500,36
16429,231231_1600_Cam1_C2 (1605).txt,3,0.726562,0.542361,36
16433,231231_1600_Cam1_C2 (1606).txt,3,0.726562,0.530556,36
16437,231231_1600_Cam1_C2 (1607).txt,3,0.726562,0.538889,36
16440,231231_1600_Cam1_C2 (1608).txt,3,0.723828,0.532639,36
16443,231231_1600_Cam1_C2 (1609).txt,3,0.724609,0.531944,36
16447,231231_1600_Cam1_C2 (1610).txt,3,0.725000,0.532639,36
16449,231231_1600_Cam1_C2 (1610).txt,0,0.720703,0.968056,36
16450,231231_1600_Cam1_C2 (1611).txt,3,0.725391,0.533333,36
16454,231231_1600_Cam1_C2 (1612).txt,3,0.725000,0.534028,36
16457,231231_1600_Cam1_C2 (1613).txt,3,0.725391,0.533333,36
16460,231231_1600_Cam1_C2 (1614).txt,3,0.725391,0.534722,36
16462,231231_1600_Cam1_C2 (1615).txt,3,0.727344,0.532639,36
16464,231231_1600_Cam1_C2 (1616).txt,3,0.727734,0.534028,36
16467,231231_1600_Cam1_C2 (1617).txt,3,0.726953,0.534722,36
16470,231231_1600_Cam1_C2 (1618).txt,3,0.725391,0.533333,36
16473,231231_1600_Cam1_C2 (1619).txt,3,0.725781,0.533333,36
16479,231231_1600_Cam1_C2 (1620).txt,3,0.726172,0.530556,36
16481,231231_1600_Cam1_C2 (1621).txt,3,0.724609,0.534028,36
16484,231231_1600_Cam1_C2 (1622).txt,3,0.724609,0.534028,36
